recommendation_id,zone_id,zone_name,region,risk_level,delay_risk_score,depletion_risk_score,risk_score_p10,risk_score_p90,projected_risk_no_action_2h,demand_pressure_score,imbalance_score,imbalance_level,policy_action,policy_reason,predicted_shortage,severity_bucket,persistence_count,neighbor_surplus,recommended_action,action_reason,action_tier,action_tier_label,requires_approver,trigger_condition,estimated_action_cost,estimated_shortage_reduction,budget_remaining,expected_supply_uplift,estimated_recoverable_opportunity,opportunity_ratio,issue_detected,recommendation,expected_impact,confidence,priority,explanation_tag,last_updated,eta_minutes,intervention_window,adjacent_risk_zones,network_warning,root_cause,action_id,action_type,pricing_level,incentive_level,push_level,expected_recovery_rate,expected_improvement_rate,estimated_score_delta,confidence_band,evidence_count,follow_rate,policy_rank_reason,estimated_cost_sgd,expected_supply_response_30m,expected_recovery_probability,expected_roi,decision_objective,winning_reason,constraints_triggered,alternative_actions
596fd06c528e3ca4,1,Ang Mo Kio,North-East,low,0.1089,0.1089,0.052,0.165,0.109,0.1689,0.0602,low,no_action,Heuristic baseline policy recommends no action because depletion risk and imbalance remain low.,0.1141,low,0,3.1,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.11, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,12.865,128.65,Low shortage stress in Ang Mo Kio (score 0.114).,Continue monitoring Ang Mo Kio; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,low,rain,2026-05-11T03:43:23.109627+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.1141,128.65,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
3799a8df197db155,2,Bedok,East,medium,0.4047,0.4047,0.314,0.496,0.405,0.1689,0.0864,low,no_action,Heuristic baseline policy recommends no action because depletion risk and imbalance remain low.,0.2276,low,0,1.2694,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.23, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,61.0259,610.259,Low shortage stress in Bedok (score 0.228).,Continue monitoring Bedok; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.38,medium,low supply + rain,2026-05-11T03:43:23.109768+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.2276,610.259,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
05520f14ca465a2d,3,Bishan,Central,high,0.9432,0.9432,1.084,0.803,0.943,0.1689,0.0473,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4061,moderate,1,4.6667,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"moderate shortage risk; predicted shortage 0.41, pressure 0.17, persistence 1 window(s)",0.0,0.0,30.0,0.0,90.3784,903.784,Moderate shortage stress in Bishan (score 0.406).,Continue monitoring Bishan; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.86,high,low supply + rain,2026-05-11T03:43:23.109876+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,medium,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.4061,903.784,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
a2bc0b85fc8a46b7,4,Boon Lay,West,low,0.0279,0.0279,0.0,0.108,0.228,0.2158,0.1875,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1735,low,0,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.17, pressure 0.22, persistence 0 window(s)",0.0,0.0,30.0,0.0,19.9872,199.872,Low shortage stress in Boon Lay (score 0.173).,Continue monitoring Boon Lay; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,low,critically low supply + below yesterday baseline + rain,2026-05-11T03:43:23.109976+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.1735,199.872,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
b3295d171ded0d33,5,Bukit Batok,West,low,0.0308,0.0308,0.038,0.024,0.031,0.1689,0.0743,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.0868,low,0,2.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.09, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,6.6821,66.821,Low shortage stress in Bukit Batok (score 0.087).,Continue monitoring Bukit Batok; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,low,low supply + rain,2026-05-11T03:43:23.110065+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.0868,66.821,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
99a8d2831d71b14e,6,Bukit Merah,Central,medium,0.5374,0.5374,0.481,0.594,0.537,0.1689,0.0695,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2641,moderate,1,6.8611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"moderate shortage risk; predicted shortage 0.26, pressure 0.17, persistence 1 window(s)",0.0,0.0,30.0,0.0,152.8109,1528.109,Moderate shortage stress in Bukit Merah (score 0.264).,Continue monitoring Bukit Merah; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.5,medium,low supply + rain,2026-05-11T03:43:23.110151+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.2641,1528.109,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
f2e72449c7fd9f4a,7,Bukit Panjang,West,low,0.011,0.011,0.0,0.113,0.361,0.1689,0.1736,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1549,low,0,0.9,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.15, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,24.6024,246.024,Low shortage stress in Bukit Panjang (score 0.155).,Continue monitoring Bukit Panjang; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,low,rapid depletion + sustained depletion + critically low supply + below yesterday baseline + rain,2026-05-11T03:43:23.110236+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.1549,246.024,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
d3586b53170c77a8,8,Bukit Timah,Central,high,0.9416,0.9416,1.13,0.753,0.942,0.1689,0.0448,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4056,moderate,1,3.8048,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"moderate shortage risk; predicted shortage 0.41, pressure 0.17, persistence 1 window(s)",0.0,0.0,30.0,0.0,67.4594,674.594,Moderate shortage stress in Bukit Timah (score 0.406).,Continue monitoring Bukit Timah; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.86,high,low supply + rain,2026-05-11T03:43:23.110324+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,medium,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.4056,674.594,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
7dcb495216242a47,9,Buona Vista,West,low,0.327,0.327,0.246,0.408,0.327,0.1689,0.1158,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2238,low,0,4.7714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.22, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,16.9773,169.773,Low shortage stress in Buona Vista (score 0.224).,Continue monitoring Buona Vista; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.31,low,critically low supply + rain,2026-05-11T03:43:23.110407+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.2238,169.773,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
5065f08026a2b7de,10,Changi,East,low,0.0413,0.0413,0.0,0.09,0.041,0.1689,0.0743,low,no_action,Heuristic baseline policy recommends no action because depletion risk and imbalance remain low.,0.0905,low,0,0.3111,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.09, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,164.9147,1649.147,Low shortage stress in Changi (score 0.090).,Continue monitoring Changi; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,low,rain,2026-05-11T03:43:23.110491+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.0905,1649.147,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
68ffc4f22c8d7dc5,11,Choa Chu Kang,West,low,0.0125,0.0125,0.0,0.11,0.331,0.1689,0.1736,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1554,low,0,2.9,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.16, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,24.6888,246.888,Low shortage stress in Choa Chu Kang (score 0.155).,Continue monitoring Choa Chu Kang; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,low,rapid depletion + sustained depletion + critically low supply + below yesterday baseline + rain,2026-05-11T03:43:23.110576+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.1554,246.888,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
fe1afcb29c86fc77,12,Clementi,West,low,0.1748,0.1748,0.22,0.13,0.175,0.1689,0.0596,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1372,low,0,3.3,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.14, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,8.3463,83.463,Low shortage stress in Clementi (score 0.137).,Continue monitoring Clementi; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,low,low supply + rain,2026-05-11T03:43:23.110677+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.1372,83.463,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
06734244b2387b4a,13,Downtown Core,Central,low,0.0709,0.0709,0.009,0.133,0.118,0.1689,0.1072,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1275,low,0,8.423,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.13, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,39.24,392.4,Low shortage stress in Downtown Core (score 0.128).,Continue monitoring Downtown Core; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,low,low supply + rain,2026-05-11T03:43:23.110765+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.1275,392.4,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
ff19747cef19d875,14,Geylang,East,medium,0.5737,0.5737,0.432,0.715,0.667,0.1689,0.0642,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2768,moderate,1,1.898,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"moderate shortage risk; predicted shortage 0.28, pressure 0.17, persistence 1 window(s)",0.0,0.0,30.0,0.0,79.5669,795.669,Moderate shortage stress in Geylang (score 0.277).,Continue monitoring Geylang; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.53,medium,low supply + rain,2026-05-11T03:43:23.110847+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.2768,795.669,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
0e85cc9470f5e847,15,Hougang,North-East,low,0.0188,0.0188,0.0,0.08,0.119,0.1689,0.0743,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.0826,low,0,2.3611,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.08, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,5.6326,56.326,Low shortage stress in Hougang (score 0.083).,Continue monitoring Hougang; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,low,low supply + rain,2026-05-11T03:43:23.110928+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.0826,56.326,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
a84dadd5b3c8ca10,16,Jurong East,West,low,0.0669,0.0669,0.048,0.086,0.067,0.1689,0.0743,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.0994,low,0,0.9714,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.10, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,5.6167,56.167,Low shortage stress in Jurong East (score 0.099).,Continue monitoring Jurong East; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,low,critically low supply + rain,2026-05-11T03:43:23.111013+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.0994,56.167,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
14f35c4732b76244,17,Jurong West,West,low,0.0271,0.0271,0.0,0.09,0.127,0.1689,0.1956,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1744,low,0,6.4,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.17, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,35.8848,358.848,Low shortage stress in Jurong West (score 0.174).,Continue monitoring Jurong West; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,low,critically low supply + below yesterday baseline + rain,2026-05-11T03:43:23.111097+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.1744,358.848,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
a9b35f3ddf5045c6,18,Kallang,Central,low,0.0758,0.0758,0.013,0.139,0.122,0.1689,0.0917,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1168,low,0,9.6972,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.12, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,31.0819,310.819,Low shortage stress in Kallang (score 0.117).,Continue monitoring Kallang; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,low,low supply + rain,2026-05-11T03:43:23.111179+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.1168,310.819,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
2a7161c58fddda6e,19,Lim Chu Kang,North,low,0.0319,0.0319,0.0,0.078,0.032,0.1689,0.8338,high,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.2872,moderate,1,0.7,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"moderate shortage risk; predicted shortage 0.29, pressure 0.17, persistence 1 window(s)",0.0,0.0,30.0,0.0,22.8384,228.384,Moderate shortage stress in Lim Chu Kang (score 0.287).,Continue monitoring Lim Chu Kang; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,medium,critically low supply + below yesterday baseline + rain,2026-05-11T03:43:23.111261+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.2872,228.384,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
4017d79f5272fadc,20,Mandai,North,low,0.0579,0.0579,0.0,0.169,0.478,0.2225,0.338,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2537,moderate,1,0.7,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"moderate shortage risk; predicted shortage 0.25, pressure 0.22, persistence 1 window(s)",0.0,0.0,30.0,0.0,27.9072,279.072,Moderate shortage stress in Mandai (score 0.254).,Continue monitoring Mandai; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,medium,rapid depletion + sustained depletion + critically low supply + below yesterday baseline + rain,2026-05-11T03:43:23.111342+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.2537,279.072,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
99497433a458abd9,21,Marina East,Central,high,0.9267,0.9267,1.072,0.781,0.927,0.1689,0.054,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4003,moderate,2,3.7591,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"moderate shortage risk; predicted shortage 0.40, pressure 0.17, persistence 2 window(s)",0.0,0.0,30.0,0.0,88.4823,884.823,Moderate shortage stress in Marina East (score 0.400).,Continue monitoring Marina East; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.85,high,critically low supply + rain,2026-05-11T03:43:23.111422+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,medium,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.4003,884.823,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
2ab9125793f3cc39,22,Marina South,Central,high,0.939,0.939,1.127,0.751,0.939,0.1689,0.0473,low,intervention,Heuristic baseline policy recommends intervention because depletion risk or imbalance is already high.,0.4047,moderate,1,2.6563,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"moderate shortage risk; predicted shortage 0.40, pressure 0.17, persistence 1 window(s)",0.0,0.0,30.0,0.0,22.4439,224.439,Moderate shortage stress in Marina South (score 0.405).,Continue monitoring Marina South; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.86,high,critically low supply + rain,2026-05-11T03:43:23.111502+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,medium,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.4047,224.439,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
8c9fce1c1c18f751,23,Marine Parade,East,medium,0.6064,0.6064,0.728,0.485,0.606,0.1689,0.0698,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2882,moderate,1,2.323,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"moderate shortage risk; predicted shortage 0.29, pressure 0.17, persistence 1 window(s)",0.0,0.0,30.0,0.0,38.4629,384.629,Moderate shortage stress in Marine Parade (score 0.288).,Continue monitoring Marine Parade; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.56,medium,critically low supply + rain,2026-05-11T03:43:23.111592+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.2882,384.629,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
400da7c260bf5e9e,24,Museum,Central,low,0.1191,0.1191,0.115,0.123,0.119,0.1689,0.1613,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.1844,low,0,8.9897,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.18, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,172.998,1729.98,Low shortage stress in Museum (score 0.184).,Continue monitoring Museum; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.25,low,low supply + below yesterday baseline + rain,2026-05-11T03:43:23.111673+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.1844,1729.98,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
ece9b048970341bc,25,Newton,Central,low,0.3975,0.3975,0.326,0.469,0.398,0.1689,0.0473,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2151,low,0,8.8563,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"low shortage risk; predicted shortage 0.22, pressure 0.17, persistence 0 window(s)",0.0,0.0,30.0,0.0,13.3732,133.732,Low shortage stress in Newton (score 0.215).,Continue monitoring Newton; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.37,low,critically low supply + rain,2026-05-11T03:43:23.111753+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.2151,133.732,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
841d8825e19a9916,26,Novena,Central,medium,0.4974,0.4974,0.478,0.517,0.497,0.1689,0.0559,low,watchlist,Heuristic baseline policy recommends watchlist monitoring because signals are elevated but not yet acute.,0.2501,moderate,1,7.1563,monitor,Selected monitor because it maximized deterministic net value under current constraints.,0,Monitor only,none,"moderate shortage risk; predicted shortage 0.25, pressure 0.17, persistence 1 window(s)",0.0,0.0,30.0,0.0,54.0756,540.756,Moderate shortage stress in Novena (score 0.250).,Continue monitoring Novena; no active intervention is warranted yet.,Maintain watchlist posture while preserving budget and adjacent supply.,0.46,medium,low supply + rain,2026-05-11T03:43:23.111834+00:00,,,,,weather,monitor,monitor,none,none,none,,,-0.0,low,0,,Selected monitor because it maximized deterministic net value under current constraints.,0.0,0.0,0.2501,540.756,reliability_first,Selected monitor because it maximized deterministic net value under current constraints.,[],[]
